time_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,battery[V],last_motion[s]
50.04,-1266,-97,17693,-2599,-2746,110,0.00,0.05
49.96,-5493,3464,-9539,-219,-103,9,0.00,0.10
50.02,452,5694,19279,542,354,-54,0.00,0.00
49.95,-1410,3032,13933,99,57,-27,0.00,0.00
50.12,-1887,1786,19706,84,88,-8,0.00,0.00
49.91,-648,407,17459,20,28,-10,0.00,0.00
50.02,-656,437,17028,6,17,-6,0.00,0.05
49.98,-497,723,16702,1,10,-8,0.00,0.10
50.04,-183,277,16911,-2,1,-5,0.00,0.15
49.94,152,458,16643,-11,-6,-7,0.00,0.20
50.07,-124,-205,16695,-11,-3,-5,0.00,0.25
49.94,-22,-208,16662,-10,-1,-4,0.00,0.30
50.03,339,-165,16561,-13,-1,-5,0.00,0.35
49.98,304,-22,16659,-14,-2,-6,0.00,0.40
50.03,-253,541,16713,-2,12,-7,0.00,0.45
49.95,-121,229,16837,-4,2,-6,0.00,0.50
50.13,-73,260,16714,-14,0,-5,0.00,0.55
49.88,503,191,16825,-15,-3,-7,0.00,0.60
50.03,120,254,16633,-11,-1,-9,0.00,0.65
49.96,-97,36,16695,-9,-4,-8,0.00,0.70
50.07,-1210,454,16861,1,14,-2,0.00,0.75
49.95,1538,-521,15835,193,421,-238,0.00,0.80
50.02,94,-198,16622,-14,-12,-4,0.00,0.85
50.00,-5571,-448,17839,91,665,-375,0.00,0.90
50.02,4148,4973,11503,-403,509,-621,0.00,0.00
49.98,7628,584,35734,953,359,-284,0.00,0.00
50.03,-3518,1695,10665,44,134,-365,0.00,0.00
49.96,1137,-700,16125,-150,336,-464,0.00,0.00
50.22,970,-1276,14991,-250,340,-720,0.00,0.00
49.78,33,-2,14941,-762,235,-639,0.00,0.00
50.02,1348,237,17829,-497,17,394,0.00,0.00
49.98,-578,-2021,21349,-701,-1116,-254,0.00,0.00
50.04,2555,-1,7739,-1175,-1829,-601,0.00,0.00
49.96,-1953,3773,16135,451,-282,552,0.00,0.00
50.04,784,-1818,20239,582,26,715,0.00,0.00
49.96,942,1563,8990,733,733,-30,0.00,0.00
50.02,-4356,988,2501,607,1358,2237,0.00,0.00
49.98,-7109,-1487,29381,64,-566,-149,0.00,0.00
50.03,1115,283,21727,128,-912,-255,0.00,0.00
50.02,187,90,16967,-24,-197,102,0.00,0.00
50.01,2732,-1629,13059,-110,-60,-2,0.00,0.00
49.92,1900,1262,18456,204,735,455,0.00,0.00
50.05,-228,-188,17130,339,658,711,0.00,0.00
49.97,442,-1089,15431,267,-42,-11,0.00,0.05
50.02,-425,-113,17093,35,43,34,0.00,0.00
49.99,1797,-1921,15049,-216,12,-263,0.00,0.05
50.02,2900,-308,15497,-669,33,-727,0.00,0.00
49.96,-4384,2369,18768,56,-270,311,0.00,0.05
50.05,1628,-1121,15155,43,-69,264,0.00,0.00
49.96,1636,488,12684,-93,-502,316,0.00,0.00
50.02,-42,-1271,16186,-117,-77,-79,0.00,0.00
50.05,-22,-121,17267,-80,-38,-85,0.00,0.05
49.98,341,-377,16449,-21,-20,-4,0.00,0.00
49.94,349,-132,16228,-14,-17,-2,0.00,0.05
50.05,649,-761,16107,-25,-34,-1,0.00,0.10
49.96,187,-440,16262,-14,-18,-3,0.00,0.15
50.02,-99,-225,16464,-11,-11,-4,0.00,0.20
49.99,-217,19,16564,-9,-9,-4,0.00,0.25
50.02,-169,240,16474,-9,-8,-1,0.00,0.30
49.95,-160,165,16707,-2,-4,-4,0.00,0.35
50.05,-266,209,16644,-2,-5,-3,0.00,0.40
49.96,-289,238,16822,-5,-5,-2,0.00,0.45
50.28,-221,104,16823,-3,-3,-4,0.00,0.50
49.78,-8,7,16842,-3,-2,-3,0.00,0.55
49.95,87,-50,16953,-2,-1,-5,0.00,0.60
49.99,-95,-93,16794,-2,1,-2,0.00,0.65
50.02,317,-139,16782,-2,4,-3,0.00,0.70
49.99,-12,126,16690,-8,3,-4,0.00,0.75
49.98,-24,-42,16575,-3,-2,-4,0.00,0.80
50.03,256,-245,16621,-5,-5,-4,0.00,0.85
49.99,139,-182,16553,-9,-8,-1,0.00,0.90
49.98,40,-35,16677,0,-5,-2,0.00,0.95
50.00,654,-193,16592,3,-7,-5,0.00,1.00
50.02,793,-357,16531,3,-3,-4,0.00,1.05
49.99,279,-246,16566,6,-3,-7,0.00,1.10
49.98,388,-372,16481,2,-5,-6,0.00,1.15
50.08,362,-457,16581,4,-5,-5,0.00,1.20
49.93,23,-166,16718,-4,-5,-2,0.00,1.25
50.00,-183,335,16756,-5,-3,-4,0.00,1.30
50.01,62,153,16460,-9,-5,-4,0.00,1.35
50.00,568,-345,16461,-7,-10,-6,0.00,1.40
49.98,-78,-181,16704,-1,-5,-3,0.00,1.45
50.02,167,-405,16546,-4,0,-4,0.00,1.50
49.99,458,-150,16962,-11,2,-4,0.00,1.55
49.98,1353,-939,15726,-17,-16,2,0.00,1.60
50.03,-434,-867,15025,-19,-8,-4,0.00,1.65
49.98,23,437,16398,-25,-9,-3,0.00,0.00
50.00,30,80,16763,-25,-1,-5,0.00,0.05
50.06,138,138,16991,-19,-7,-2,0.00,0.10
49.95,-236,-109,17060,-23,2,-6,0.00,0.15
49.99,57,-186,16193,-33,1,-5,0.00,0.20
50.00,139,-38,16389,-30,7,-6,0.00,0.25
50.02,375,-114,16808,-37,15,-4,0.00,0.30
49.99,548,-217,16695,-50,26,-5,0.00,0.35
49.98,137,196,16794,-56,30,-5,0.00,0.40
50.03,175,213,16791,-42,25,-6,0.00,0.45
49.98,-196,264,16776,-26,5,-5,0.00,0.50
49.99,102,-50,16690,-18,-8,-5,0.00,0.55
50.03,-11,-174,16679,6,-23,-1,0.00,0.60
49.97,-512,152,16450,28,-32,-1,0.00,0.65
50.00,-563,-100,16741,40,-33,1,0.00,0.70
50.07,56,485,16795,90,-65,-5,0.00,0.75
49.95,1585,1732,18093,-41,17,-1,0.00,0.80
49.98,-1184,353,17665,29,-2,-9,0.00,0.00
50.03,-606,954,17606,45,-18,-4,0.00,0.05
49.98,-1403,1689,17109,19,24,-7,0.00,0.10
50.00,-845,707,16801,30,-3,-5,0.00,0.15
50.02,-589,739,17117,7,-1,-3,0.00,0.20
49.99,196,141,16584,14,-5,-5,0.00,0.25
49.98,189,-300,16812,11,-9,-5,0.00,0.30
50.03,-236,-31,16790,6,2,-7,0.00,0.35
49.97,551,-432,16806,9,-8,-7,0.00,0.40
50.00,863,-188,16914,11,-3,-9,0.00,0.45
166.75,376,-300,16467,5,-6,-5,0.00,0.66
3.62,167,-68,16996,11,-15,-10,0.00,0.67
3.38,-334,203,16552,18,-16,-7,0.00,0.67
26.27,-955,111,16419,6,-19,-6,0.00,0.67
49.98,-803,412,16577,-4,-17,-5,0.00,0.70
49.98,-1020,576,16400,22,-22,-4,0.00,0.75
50.03,-442,290,16472,16,-24,-3,0.00,0.80
49.99,-417,303,16503,41,-34,-1,0.00,0.85
49.98,-324,168,16530,20,-19,0,0.00,0.90
50.01,-563,-81,16410,-8,22,-4,0.00,0.95
50.01,176,281,17461,19,-8,-3,0.00,1.00
50.00,-297,332,16604,-8,4,-6,0.00,1.05
49.99,569,567,16864,-37,15,-4,0.00,1.10
50.08,77,221,17083,-8,-21,-3,0.00,1.15
49.94,-333,-34,16770,-5,-15,-7,0.00,1.20
49.98,331,-968,16896,9,-21,-4,0.00,1.25
50.03,397,-1055,16654,27,-32,-1,0.00,1.30
49.98,421,-774,16909,7,-15,-2,0.00,1.35
49.98,509,-326,16509,-2,-12,-2,0.00,1.40
50.04,1003,-524,16182,-6,-6,-2,0.00,1.45
49.98,-131,15,16255,-1,1,-2,0.00,1.50
50.00,-453,309,16182,-27,9,-4,0.00,1.55
50.02,-86,244,16256,-21,1,-4,0.00,1.60
49.98,-703,734,16400,-17,-5,-6,0.00,1.65
50.00,-556,321,16740,-12,-7,-5,0.00,1.70
50.08,60,-137,16809,-15,-5,-8,0.00,1.75
49.93,-573,127,17290,-10,12,-9,0.00,1.80
49.99,-124,100,16937,-3,1,-5,0.00,1.85
50.03,-7,160,16822,4,7,-7,0.00,1.90
49.98,51,25,16978,8,0,-4,0.00,1.95
49.99,213,230,16886,7,-8,-3,0.00,2.00
50.00,20,221,16879,9,-10,-4,0.00,2.05
50.01,-520,208,16756,20,-19,-6,0.00,2.10
50.00,-47,8,16624,36,-33,1,0.00,2.15
49.98,346,98,16644,62,-58,0,0.00,2.20
50.04,-211,43,16353,83,-61,-5,0.00,2.25
49.97,-123,759,16380,91,-60,-6,0.00,2.30
50.00,268,-248,16691,81,-56,-7,0.00,2.35
50.07,-681,-500,16308,82,-57,-7,0.00,2.40
49.94,-618,-84,16189,119,-90,-3,0.00,2.45
49.99,205,-2388,18259,111,-101,1,0.00,2.50
50.01,1219,-136,15960,-24,1,0,0.00,0.00
50.01,564,-2065,14879,-46,-9,-1,0.00,0.05
49.98,252,321,16812,-34,23,-9,0.00,0.00
50.03,671,-340,16973,-125,68,-3,0.00,0.05
49.98,2042,231,17228,-116,81,-2,0.00,0.10
49.99,33,387,15479,-113,82,-5,0.00,0.15
50.02,-142,183,16070,-77,55,-8,0.00,0.00
50.00,-91,250,16719,-47,37,-6,0.00,0.05
49.98,-182,503,16551,-58,36,-4,0.00,0.10
50.08,-362,120,16347,-45,14,-4,0.00,0.15
49.94,3128,-1869,16226,-223,-312,421,0.00,0.20
49.99,799,-3778,16878,1094,967,272,0.00,0.25
50.03,-1244,951,16200,2287,2328,-511,0.00,0.30
49.98,-506,1367,15906,1798,1727,-258,0.00,0.35
49.98,-6361,7985,5140,-260,-251,703,0.00,0.40
50.02,-2,296,17879,-207,-264,21,0.00,0.00
50.00,-71,270,16882,-525,-591,68,0.00,0.00
49.98,-751,506,17001,-1021,-1094,138,0.00,0.05
50.03,-609,650,16869,-1682,-1847,148,0.00,0.10
49.97,-2741,16,20172,-2753,-2810,179,0.00,0.15
50.06,-1802,-1820,16926,408,301,-229,0.00,0.00
49.96,8159,-8860,11344,-113,57,-64,0.00,0.05
49.98,-1418,3240,22211,227,261,-61,0.00,0.10
50.01,-1071,2764,19894,40,83,-25,0.00,0.00
50.00,-602,638,17161,1,38,-10,0.00,0.05
49.97,1864,-2086,17620,21,137,-349,0.00,0.00
50.04,1147,-933,16361,1208,1267,-445,0.00,0.05
39.98,-1371,789,16195,761,788,-540,0.00,0.00
49.98,-907,1251,15862,-584,-343,-385,0.00,0.00
50.02,-18975,18232,-5407,-2794,-1765,-867,0.00,0.05
49.99,-386,-4005,8779,-531,165,364,0.00,0.00
50.04,372,5165,21253,408,352,-33,0.00,0.00
49.98,-375,361,16896,-502,-383,60,0.00,0.00
49.97,147,190,17969,-19,-9,-8,0.00,0.00
50.02,113,290,16556,-15,8,-3,0.00,0.05
49.98,82,-63,16372,-20,10,-4,0.00,0.00
50.00,98,-179,16618,-12,6,-5,0.00,0.05
50.02,62,91,16682,-17,4,-4,0.00,0.10
49.99,63,24,16622,-14,-1,-6,0.00,0.15
49.98,144,0,16680,-12,-1,-3,0.00,0.20
50.00,353,-160,16654,-10,0,-3,0.00,0.25
50.02,223,-64,16644,-11,1,-4,0.00,0.30
49.98,47,50,16595,-5,-1,-3,0.00,0.35
50.00,-469,246,16561,-5,-1,-4,0.00,0.40
50.08,-258,217,16505,3,-7,0,0.00,0.45
49.94,669,-80,16638,12,-16,-3,0.00,0.50
49.99,509,-616,16660,16,-14,-2,0.00,0.55
50.01,482,-392,16545,2,-11,-3,0.00,0.60
50.00,974,-64,16704,-2,-1,-2,0.00,0.65
49.98,-165,191,16601,-6,2,-3,0.00,0.70
50.02,-587,112,16533,-11,-4,0,0.00,0.75
49.99,-168,134,16400,-8,-6,-5,0.00,0.80
49.98,-199,97,16704,-6,-4,-2,0.00,0.85
50.03,418,-389,16561,-8,-8,-2,0.00,0.90
49.98,104,-36,16612,4,-10,0,0.00,0.95
50.00,-330,583,16825,-1,-6,-9,0.00,1.00
50.07,-241,206,16852,-5,-4,-4,0.00,1.05
49.95,-295,239,16568,-3,-3,-5,0.00,1.10
49.98,-823,241,16363,-5,2,-7,0.00,1.15
50.00,-993,291,16521,-18,7,-4,0.00,1.20
50.03,1162,-1388,16996,-25,-3,-1,0.00,1.25
49.98,1609,-191,17266,17,-20,-2,0.00,1.30
49.98,16,-216,16655,-11,2,-2,0.00,1.35
50.03,191,-262,16721,-24,9,-3,0.00,1.40
49.98,-151,182,16645,-23,8,-6,0.00,1.45
49.99,-520,64,16499,-33,16,-2,0.00,1.50
50.03,-78,-157,16537,-34,8,0,0.00,1.55
49.97,-64,-35,16588,-19,3,-1,0.00,1.60
50.00,-192,15,16578,-20,6,-2,0.00,1.65
50.07,132,297,16569,-9,-1,-4,0.00,1.70
49.94,-82,195,16813,-14,7,-4,0.00,1.75
49.99,88,-61,16643,-31,13,-4,0.00,1.80
50.02,106,7,16769,-23,14,1,0.00,1.85
49.99,-263,-109,16593,-19,11,-4,0.00,1.90
49.98,-21,-73,16710,-9,-3,-2,0.00,1.95
843.51,168,64,16776,3,-6,-5,0.00,2.00
3.95,1433,-1546,16649,683,545,-104,0.00,2.84
3.65,-2964,3554,16011,160,136,-35,0.00,2.85
3.74,1276,-1604,16862,-97,-53,-1,0.00,2.85
3.69,-1327,1562,16583,-327,-261,48,0.00,2.85
3.61,17335,-13082,26604,-617,-386,34,0.00,2.86
6.04,1519,-1423,18172,201,2,-63,0.00,0.00
3.96,-335,380,15921,28,-22,-4,0.00,0.00
3.44,-304,142,16496,15,-19,0,0.00,0.00
3.53,150,-222,16436,19,-17,-3,0.00,0.00
3.54,-12,-289,16520,31,-23,-1,0.00,0.00
17.33,73,-55,16593,26,-27,-3,0.00,0.00
50.06,3,94,16622,37,-34,-5,0.00,0.02
49.95,-65,1,16683,26,-23,-5,0.00,0.07
50.02,-206,180,16635,27,-22,-5,0.00,0.12
49.99,11,-300,16635,18,-19,-4,0.00,0.17
50.02,-137,78,16612,10,-14,-5,0.00,0.22
49.96,14,68,16511,4,-6,-4,0.00,0.27
50.03,273,-109,16710,-29,-13,-4,0.00,0.32
50.04,7,-44,16729,-133,-5,-14,0.00,0.37
49.98,-633,-21,17102,-425,-28,10,0.00,0.42
49.94,280,1164,14745,-611,-76,179,0.00,0.47
50.06,-39,151,16499,-40,0,-5,0.00,0.00
49.96,-40,45,16728,-60,-1,-4,0.00,0.05
50.02,-11,-6,16626,-75,7,-18,0.00,0.10
50.00,-325,-390,16505,-68,46,-103,0.00,0.15
50.01,-131,1650,17469,-200,90,-223,0.00,0.20
49.97,-299,656,16953,-219,154,-406,0.00,0.25
50.04,-157,-2866,15967,-331,141,-400,0.00,0.30
49.96,-439,-868,16235,-195,44,-145,0.00,0.35
50.11,-2108,24644,28349,-538,225,-425,0.00,0.40
49.90,-55,-115,16341,-41,9,-12,0.00,0.00
50.02,25,-23,16625,5,-12,-5,0.00,0.00
50.00,-83,31,16615,-6,-8,-6,0.00,0.00
50.02,-271,-78,16562,-63,7,-16,0.00,0.00
49.95,61,-105,16601,-1,-7,-10,0.00,0.00
50.04,114,-122,16478,-2,-1,-14,0.00,0.05
49.99,-71,108,16506,9,-13,-5,0.00,0.10
50.02,37,53,16112,79,-42,8,0.00,0.15
49.96,110,-258,16793,160,-53,10,0.00,0.20
50.04,85,-5,16316,253,-49,9,0.00,0.25
49.96,-16,402,16887,75,-93,155,0.00,0.30
50.01,145,244,16881,-46,-106,229,0.00,0.35
50.05,-125,-90,16326,47,-70,110,0.00,0.40
49.98,-21,70,16097,28,-30,5,0.00,0.45
49.95,-343,211,16481,31,-27,1,0.00,0.50
50.04,-716,214,17315,37,-15,-3,0.00,0.55
49.97,-192,325,16759,26,-18,-4,0.00,0.60
50.02,-104,58,16634,23,-10,-4,0.00,0.65
49.99,53,-280,16561,24,-13,-5,0.00,0.70
50.02,18,-143,16617,20,-12,-3,0.00,0.75
49.95,62,-43,16562,28,-1,1,0.00,0.80
50.06,-87,-110,16578,-34,-28,-2,0.00,0.85
49.95,-269,155,16452,-17,0,-4,0.00,0.90
50.03,-39,-44,16240,-23,11,-8,0.00,0.95
50.04,-21,-79,16494,-24,8,-6,0.00,1.00
49.97,-125,-66,16415,-20,3,-7,0.00,1.05
49.96,-84,45,16560,-12,2,-3,0.00,1.10
50.05,-58,325,16283,-12,2,-3,0.00,1.15
49.95,-149,904,16918,-17,1,-3,0.00,1.20
50.02,-64,102,16544,-18,-5,-2,0.00,1.25
49.96,-41,-5,16640,-4,-3,-1,0.00,1.30
50.06,-151,93,16937,-22,-21,2,0.00,1.35
49.95,20,-107,16621,-3,-16,-1,0.00,1.40
50.02,-68,98,16587,41,-7,-10,0.00,1.45
50.00,-77,358,16758,41,18,-25,0.00,1.50
50.00,-77,1007,16338,357,188,-158,0.00,1.55
49.97,-1448,1722,13350,323,-170,-538,0.00,1.60
50.08,1023,-1144,17042,28,95,-316,0.00,0.00
49.94,-2572,-651,18309,253,174,-348,0.00,0.00
50.02,1960,354,17899,-439,201,-37,0.00,0.00
49.97,162,-229,16805,-77,7,25,0.00,0.05
50.00,-190,-1593,16514,-140,-117,-30,0.00,0.10
50.00,-1127,-275,16805,-295,-44,-77,0.00,0.15
50.02,116,-93,14766,-331,73,-249,0.00,0.20
49.96,4992,9655,17169,-588,111,-123,0.00,0.00
50.06,134,-183,16403,-56,5,-8,0.00,0.00
49.96,37,125,16724,-71,4,-18,0.00,0.00
50.02,-125,122,16171,-7,-1,-7,0.00,0.05
50.04,26,-45,16508,13,6,-9,0.00,0.10
49.99,1246,-1493,15358,27,76,-122,0.00,0.15
49.95,-527,240,16668,-20,-7,1,0.00,0.20
50.05,-55,173,16494,-14,3,-1,0.00,0.25
49.95,22,12,16479,-18,9,-4,0.00,0.30
50.02,-174,14,16420,-13,16,0,0.00,0.35
49.97,-188,114,16659,-1,29,5,0.00,0.40
50.04,219,-242,14703,1112,417,170,0.00,0.45
49.97,-1626,2186,16645,218,-25,-226,0.00,0.00
50.03,482,81,16517,-20,-105,170,0.00,0.05
49.96,13568,-10898,24823,-189,-322,-317,0.00,0.10
50.02,-2248,918,13933,-160,6,11,0.00,0.00
50.03,-505,-381,14858,-936,-127,-178,0.00,0.00
50.00,-2491,113,14086,-661,148,-238,0.00,0.00
49.93,896,-3219,16006,-323,136,-336,0.00,0.00
50.06,408,123,19708,-602,-156,-131,0.00,0.05
49.96,626,-430,17062,-390,49,-309,0.00,0.00
50.02,-1275,9,15419,-371,-36,-133,0.00,0.05
49.98,532,-46,16534,-7,-11,1,0.00,0.00
50.02,74,-54,16359,9,-11,-4,0.00,0.05
49.96,108,-495,16054,-27,9,-30,0.00,0.10
50.04,-191,9,16268,-37,6,-44,0.00,0.15
49.96,229,-334,16360,-47,44,-112,0.00,0.20
50.01,218,-199,15973,-98,146,-288,0.00,0.25
50.05,-562,-72,16543,7,-5,-18,0.00,0.30
49.97,489,514,16652,16,-88,135,0.00,0.35
49.95,255,356,17101,0,3,6,0.00,0.40
50.06,293,297,16436,25,8,41,0.00,0.45
49.95,184,392,15224,78,56,144,0.00,0.50
50.02,-2037,-111,9675,-35,-118,-20,0.00,0.00
49.99,210,208,16401,-14,-7,-16,0.00,0.00
50.04,68,-44,16377,-17,-7,-2,0.00,0.00
49.94,24,84,16418,-18,-11,1,0.00,0.00
50.06,-42,20,16359,-15,-15,-2,0.00,0.05
49.96,-150,85,16521,1,-8,0,0.00,0.10
50.01,-5,112,16576,29,-13,3,0.00,0.15
49.98,-97,194,16452,3,-7,-1,0.00,0.20
50.11,-84,176,16334,-11,-7,-1,0.00,0.25
49.90,-287,-13,16639,-49,6,-9,0.00,0.30
50.02,-72,-4,16530,-52,-9,-32,0.00,0.35
50.00,-354,-328,16280,-16,-1,0,0.00,0.40
50.01,-37,-62,16475,6,-14,-1,0.00,0.45
49.97,-135,-99,16524,11,-18,0,0.00,0.50
50.05,-141,43,16406,11,4,-5,0.00,0.55
49.95,755,-1369,19709,43,-44,107,0.00,0.60
50.03,-64,-65,16799,19,-13,17,0.00,0.00
49.98,1470,886,14122,205,-3,229,0.00,0.05
50.02,274,-65,16841,8,-5,6,0.00,0.00
49.97,13,11,15968,1,-7,13,0.00,0.05
50.10,-90,-32,16417,6,-4,-1,0.00,0.10
49.92,-444,65,16306,9,-19,7,0.00,0.15
50.00,-730,356,16333,5,-17,1,0.00,0.20
50.00,-359,465,16245,-11,-9,-9,0.00,0.25
50.02,-144,394,16440,-20,-10,-2,0.00,0.30
49.95,-50,106,16582,-18,2,-1,0.00,0.35
50.06,-15,-174,16546,-18,-2,-3,0.00,0.40
49.96,-347,67,16664,-10,-4,-1,0.00,0.45
50.02,285,-108,16539,-2,-2,0,0.00,0.50
49.96,-133,58,16366,0,0,1,0.00,0.55
50.06,303,69,16788,2,3,-5,0.00,0.60
49.95,4167,1752,16244,1726,522,351,0.00,0.65
50.03,-3545,-282,14633,972,149,343,0.00,0.70
50.02,-2456,856,14899,2236,-165,-1570,0.00,0.00
50.02,-3335,549,18059,-517,-420,545,0.00,0.05
49.95,3267,-3944,1773,1806,134,2071,0.00,0.00
50.03,-336,1746,15736,-458,-766,-379,0.00,0.00
49.95,-5607,-2017,-22227,-156,-202,72,0.00,0.00
50.05,7058,-7208,18667,-413,-161,81,0.00,0.00
49.98,197,-20,15880,-2,6,-1,0.00,0.00
50.01,-429,178,16845,-5,-2,-5,0.00,0.00
50.00,-385,258,16584,-3,-9,-2,0.00,0.05
50.02,-201,324,16610,0,-13,0,0.00,0.10
49.96,-497,55,16662,-1,-15,0,0.00,0.15
50.10,-256,237,16528,-5,-13,0,0.00,0.20
49.92,93,150,16775,-9,-5,-3,0.00,0.25
50.00,-430,6,16705,-8,-5,1,0.00,0.30
50.00,-68,4,16517,1,-11,1,0.00,0.35
50.01,-283,-225,16365,8,-5,1,0.00,0.40
49.97,-220,-302,16563,6,-7,3,0.00,0.45
50.02,-150,162,16540,7,-12,1,0.00,0.50
50.00,88,178,16563,0,-10,1,0.00,0.55
50.02,231,181,16583,-3,-4,3,0.00,0.60
49.96,227,299,16736,-5,-4,0,0.00,0.65
50.05,192,171,16594,-7,1,0,0.00,0.70
49.96,-179,226,16694,-5,0,-1,0.00,0.75
50.02,-22,-78,16391,-3,-2,-2,0.00,0.80
50.04,374,-285,16433,-5,-7,1,0.00,0.85
49.99,489,-365,16239,3,-8,2,0.00,0.90
49.95,549,-652,16346,1,-7,-2,0.00,0.95
50.02,355,-406,16516,-1,-6,-3,0.00,1.00
50.00,452,-241,16408,-6,-7,-4,0.00,1.05
50.02,89,135,16628,-11,-3,-4,0.00,1.10
49.95,-103,285,16648,-8,-7,-2,0.00,1.15
50.06,-302,175,16430,-8,1,-4,0.00,1.20
49.95,-265,-154,16497,-5,-1,-3,0.00,1.25
50.02,-304,91,16729,-10,-4,-2,0.00,1.30
50.00,-315,317,16655,1,-7,-4,0.00,1.35
50.00,-332,291,16930,3,-8,-3,0.00,1.40
49.97,-861,578,16566,3,-9,-2,0.00,1.45
50.11,-280,110,16528,7,-13,-2,0.00,1.50
49.90,77,-264,16873,4,-7,-3,0.00,1.55
50.01,1047,-915,16341,8,-20,0,0.00,1.60
50.00,512,-497,16568,-2,0,-3,0.00,1.65
50.01,-631,790,17025,-7,5,0,0.00,1.70
49.97,-159,915,16316,-8,-1,-7,0.00,1.75
50.05,111,37,16751,-5,-5,-4,0.00,1.80
49.95,-98,-32,16723,-5,-13,0,0.00,1.85
50.02,-134,22,16309,-11,-15,0,0.00,1.90
49.97,220,-605,16017,-16,-11,-1,0.00,1.95
50.04,-129,95,16758,-3,-4,-3,0.00,2.00
49.96,-115,311,16495,3,-4,-3,0.00,2.05
50.01,148,298,16700,0,-7,-2,0.00,2.10
50.05,69,197,16640,0,-7,-2,0.00,2.15
49.97,188,-335,16487,2,-7,-2,0.00,2.20
49.95,-462,249,16721,-1,-9,-4,0.00,2.25
50.06,-146,-57,16604,-6,-9,-4,0.00,2.30
49.95,-48,-64,16712,-1,-10,-4,0.00,2.35
50.02,-20,129,16523,-6,-12,-2,0.00,2.40
50.00,-340,179,16622,-3,-5,-3,0.00,2.45
50.01,-406,106,16679,3,-6,-2,0.00,2.50
49.97,234,-86,16468,-8,-5,-2,0.00,2.55
50.05,65,5,16541,-1,-4,-3,0.00,2.60
49.96,-291,260,16800,-5,-2,-4,0.00,2.65
50.02,37,273,16641,-4,-1,-2,0.00,2.70
49.96,383,16,16550,-3,-5,-3,0.00,2.75
50.12,358,-401,16503,-3,-2,-2,0.00,2.80
49.90,354,-479,16525,-8,-5,-3,0.00,2.85
50.02,-616,388,16493,1,-5,-2,0.00,2.90
50.00,-678,458,16770,-4,-8,-2,0.00,2.95
50.02,-273,214,16523,-4,-12,-1,0.00,3.00
49.96,-229,-63,16589,-10,-2,-2,0.00,3.05
49.96,181,-331,16735,-10,1,-3,0.00,3.10
50.08,396,-49,16527,-9,3,-4,0.00,3.15
49.99,-77,251,16676,-12,4,-2,0.00,3.20
50.02,-20,154,16630,-8,-3,-6,0.00,3.25
50.00,-126,84,16370,-13,5,-4,0.00,3.30
49.98,230,-254,16598,-11,-3,-3,0.00,3.35
50.09,-5,-557,16241,-111,-8,33,0.00,3.40
49.92,-748,930,17365,-95,-15,38,0.00,3.45
49.99,-3804,-504,18398,-1822,-49,940,0.00,3.50
50.01,-1279,527,13561,161,-932,1138,0.00,0.00
50.01,-118,-476,11935,1037,-209,1020,0.00,0.00
49.98,1159,-2968,16158,339,101,449,0.00,0.00
50.02,-482,-1091,16830,-66,641,-365,0.00,0.00
49.99,-120,99,17609,-205,67,-329,0.00,0.00
49.99,-334,538,16139,-386,37,-567,0.00,0.00
50.01,-552,616,16754,141,743,-112,0.00,0.05
50.00,1747,-2512,16567,-76,-56,-14,0.00,0.10
50.05,456,777,18067,-17,71,-92,0.00,0.15
49.96,-545,215,16104,73,45,-76,0.00,0.00
49.97,-871,479,17541,1019,223,-1199,0.00,0.05
50.04,157,-930,16754,-33,-19,-16,0.00,0.10
49.97,-1236,1174,18347,-432,613,-1026,0.00,0.15
50.01,3904,2490,16938,583,296,-1633,0.00,0.00
50.01,-2771,2898,18906,228,369,-838,0.00,0.05
49.99,3448,-355,15802,209,335,-453,0.00,0.00
49.98,579,-2568,17132,-63,3,129,0.00,0.00
50.04,85,60,16605,-298,-57,116,0.00,0.05
49.96,335,365,16559,-51,-17,15,0.00,0.10
50.00,-9,853,16876,-62,-2,22,0.00,0.15
50.07,-389,597,15949,-27,-26,91,0.00,0.20
49.96,3458,1348,11691,-62,-130,404,0.00,0.25
49.96,-532,-714,17568,504,-345,978,0.00,0.00
50.02,788,-116,16957,-183,-238,548,0.00,0.00
49.99,-1953,431,16714,16,-61,-9,0.00,0.05
49.99,-215,203,16680,-15,-9,5,0.00,0.10
50.02,134,-308,16813,234,-133,514,0.00,0.15
50.00,48,-433,16435,-17,-8,8,0.00,0.20
49.98,-456,-224,16338,19,12,-16,0.00,0.25
50.04,-2014,646,20501,741,682,-1294,0.00,0.30
49.97,1223,-1751,16027,-64,328,-118,0.00,0.00
50.01,-708,273,16398,90,137,41,0.00,0.00
50.06,-209,285,17103,141,74,-33,0.00,0.05
49.96,1777,692,15573,30,104,38,0.00,0.10
49.97,-14,-87,16516,-229,-101,66,0.00,0.00
50.03,-16,-522,16732,-11,12,3,0.00,0.05
49.98,2063,-1759,17668,-195,2,-15,0.00,0.10
49.99,-351,-85,16568,-119,36,-153,0.00,0.00
50.01,46,251,15379,-276,106,22,0.00,0.05
50.00,2795,-2205,20750,620,-190,171,0.00,0.00
49.99,438,810,16457,-93,-143,142,0.00,0.00
50.02,1173,-212,16284,74,-344,613,0.00,0.00
49.97,-586,-101,15717,-51,-483,755,0.00,0.05
